main_class	subclass	Catalog	Company	KEGG	PubChem CID	InChi	Neutral Name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd	mPlusTwoH	mPlusTwoHCCS	mPlusTwoHRsd
Xenobiotics	PAH	B0019	TCI Chemicals		6697	HUKPVYBUJRAUAG-UHFFFAOYSA-N	Benzanthrone	82-05-3	C17H10O	230.073161	231.080986	145.7123938	0.065051222	N/A	N/A	N/A	N/A	N/A	N/A	230.073161	144.606481	0.032774358	N/A	N/A	N/A
Xenobiotics	PAH	S662542	Sigma-Aldrich	C18251	160814	JKCATVQPENLMQJ-UHFFFAOYSA-N	Pyrene-4,5 dione	6217-22-7	C16H8O2	232.0524268	233.0602518	144.3048684	0.03284286	N/A	N/A	N/A	N/A	N/A	N/A	232.0524268	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH			C19195	104987	OSKRAISUPBTHCP-UHFFFAOYSA-N	Benz(j)aceanthrylene	202-33-5	C20H12	252.0938952	253.1017202	155.0791404	0.032414911	N/A	N/A	N/A	N/A	N/A	N/A	252.0938952	152.6829959	0.08212593	N/A	N/A	N/A
Xenobiotics	PAH			C14320	9153	FTOVXSOBNPWTSH-UHFFFAOYSA-N	Benzo(b)fluoranthene	205-99-2	C20H12	252.0938952	253.1017202	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	252.0938952	151.9457207	0.082524424	N/A	N/A	N/A
Xenobiotics	PAH			C14321	9158	HAXBIWFMXWRORI-UHFFFAOYSA-N	Benzo(k)fluoranthene	207-08-9	C20H12	252.0938952	253.1017202	154.3586214	0.532689715	N/A	N/A	N/A	N/A	N/A	N/A	252.0938952	152.9846085	0.172486481	N/A	N/A	N/A
Xenobiotics	PAH			C07535	2336	FMMWHPNWAFZXNH-UHFFFAOYSA-N	Benzo(a)Pyrene	50-32-8	C20H12	252.0939	253.101725	152.0462582	0.082469856	N/A	N/A	N/A	N/A	N/A	N/A	252.0939	151.241958	0.112985143	N/A	N/A	N/A
Xenobiotics	PAH	198773	Sigma-Aldrich		14160	LZPBKINTWROMEA-UHFFFAOYSA-N	5, 12-naphthacene quinone	1090-13-7	C18H10O2	258.068076	259.075901	157.5423099	0.87655383	N/A	N/A	N/A	N/A	N/A	N/A	258.068076	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	49475-U	Sigma-Aldrich	C14318	9117	GYFAGKUZYNFMBN-UHFFFAOYSA-N	Benzo(g,h,i)perylene	191-24-2	C22H12	276.0938952	277.1017202	157.3077223	0.120512447	N/A	N/A	N/A	N/A	N/A	N/A	276.0938952	155.8331719	0.105354398	N/A	N/A	N/A
Xenobiotics	PAH	48499	Sigma-Aldrich	C19251	9131	SXQBHARYMNFBPS-UHFFFAOYSA-N	Indeno(1,2,3-cd)pyrene	193-39-5	C22H12	276.0938952	277.1017202	159.653598	0.556156226	N/A	N/A	N/A	N/A	N/A	N/A	276.0938952	158.145535	0.187153229	N/A	N/A	N/A
Xenobiotics	PAH	C84801	Sigma-Aldrich	C19375	9115	VPUGDVKSAQVFFS-UHFFFAOYSA-N	Coronene	191-07-1	C24H12	300.0938952	301.1017202	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	300.0938952	161.8654237	0.124223602	N/A	N/A	N/A
Xenobiotics	PAH	BCR159	Sigma-Aldrich	C19222	9108	RXUSYFJGDZFVND-UHFFFAOYSA-N	Dibenzo(a,h)pyrene	189-64-0	C24H14	302.1095444	303.1173694	166.4901501	0.098610698	N/A	N/A	N/A	N/A	N/A	N/A	302.1095444	165.2166747	0.075895687	N/A	N/A	N/A
Xenobiotics	PAH		Sigma-Aldrich		67449	GQDKQZAEQBGVBS-UHFFFAOYSA-N	Dibenzochrysene	191-68-4	C26H16	302.1095444	303.1173694	166.6912251	0.049245873	N/A	N/A	N/A	N/A	N/A	N/A	302.1095444	165.4512622	0.057290402	N/A	N/A	N/A
Xenobiotics	PAH	D115606	Sigma-Aldrich		6749	BOKGTLAJQHTOKE-UHFFFAOYSA-N	1, 5 dihydroxynaphthalene	83-56-7	C10H8O2	160.0524268	N/A	N/A	N/A	N/A	N/A	N/A	159.0446018	134.3516529	0.345632488	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	37760	Sigma-Aldrich		7091	JRNGUTKWMSBIBF-UHFFFAOYSA-N	2, 3-dihydroxynaphthalene	92-44-4	C10H8O2	160.0524268	N/A	N/A	N/A	N/A	N/A	N/A	159.0446018	132.4414398	0.158021204	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH			C14563	42030	XWSLTTWKRKWHAT-UHFFFAOYSA-N	12-Hydroxybenzo(a)pyrene	56892-33-2	C20H12O	268.0888102	N/A	N/A	N/A	N/A	N/A	N/A	267.0809852	163.9767118	0.061312078	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	sc-490469	Santa Cruz Biotechnology	C14558	37880	CNQAYISXCZTDQX-UHFFFAOYSA-N	7-hydroxybenzo(a)pyrene	37994-82-4	C20H12O	268.0888102	N/A	N/A	N/A	N/A	N/A	N/A	267.0809852	164.0772493	0	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	H905350	Toronto Research Chemicals		37766	VXFDOYXVHRYCGS-UHFFFAOYSA-N	6-Hydroxychrysene	37515-51-8	C18H12O	244.088815	N/A	N/A	N/A	N/A	N/A	N/A	243.08099	158.6817352	0.073159485	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics	PAH	361518	Sigma-Aldrich		21387	BIJNHUAPTJVVNQ-UHFFFAOYSA-N	1-Hydroxypyrene	5315-79-7	C16H10O	218.073165	N/A	N/A	N/A	N/A	N/A	N/A	217.06534	149.2647199	0.07777507	N/A	N/A	N/A	N/A	N/A	N/A
