main_class	subclass	Catalog	Company	KEGG	PubChem CID	InChi	Neutral Name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd	mPlusTwoH	mPlusTwoHCCS	mPlusTwoHRsd
Primary Metabolites	Vitamins	N4126	Sigma-Aldrich	C00253	938	PVNIIMVLHYAWGP-UHFFFAOYSA-N	Nicotinic Acid	59-67-6	C6H5NO2	123.031366	124.039306	128.3529136	0.090446517	146.021136	N/A	N/A	122.023426	124.4989749	0.466231711	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	P9130	Sigma-Aldrich	C00250	1050	RADKZDMFGJYCBB-UHFFFAOYSA-N	Pyridoxal	65-22-5	C8H9NO3	167.0582404	168.0655164	135.4240532	0.58925419	190.0474584	N/A	N/A	166.0509644	132.5084648	0.723777846	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	P9380	Sigma-Aldrich	C00534	1052	NHZMQXZHNVQTQA-UHFFFAOYSA-N	Pyridoxamine	85-87-0	C8H12N2O2	168.0898732	169.0971492	135.7926908	0.170982311	191.0790912	148.4939321	0.203114421	167.0825972	140.1158046	0.28998698	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	P5669	Sigma-Aldrich	C00314	1054	LXNHXLLTXMVWPM-UHFFFAOYSA-N	Pyridoxine	65-23-6	C8H11NO3	169.073226	170.081166	135.6921533	0.042777249	192.062996	148.4939321	0.2	168.065286	136.0272784	0.44345898	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	21210	Sigma-Aldrich	C00864	6613	GHOKWGTUZJEAQD-ZETCQYMHSA-N	D-Pantothenic Acid	79-83-4	C9H17NO5	219.1106672	220.1168	150.1666667	0.038447299	242.1012	155.2666667	0.037184431	218.1038	149.8666667	0.269669832	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	47868	Sigma-Aldrich	C00120	171548	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	D-Biotin	58-85-5	C10H16N2O3S	244.0881586	245.0954346	154.1575463	0.135760826	267.0773766	164.4458869	0.554744552	243.0808826	159.720623	0.404685303	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	P9255	Sigma-Aldrich	C00018	1051	NGVDGCNFYWLIFO-UHFFFAOYSA-N	Pyridoxal 5'-Phosphate	54-47-7	C8H10NO6P	247.024573	248.031849	154.7607715	0.478851113	270.013791	165.0491121	0.565984157	246.017297	150.5381953	0.102016378	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	PHR1054	Sigma-Aldrich	C00255	493570	AUNGANRZJHBGPY-SCRDCRAPSA-N	Riboflavin	83-88-5	C17H20N4O6	376.138278	377.145554	192.4288329	0.138231521	399.127496	199.399435	0.162078164	375.131002	189.3456819	0.081107534	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	T1782	Sigma-Aldrich	C02483	14986	WGVKWNUPNGFDFJ-DQCZWYHMSA-N	γ- + β-Tocopherol	54-28-4	C28H48O2	416.36476	417.3725846	212.2347263	0	439.35453	N/A	N/A	415.3569354	209.7548006	0.09977629	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	T3251	Sigma-Aldrich	C02477	14985	GVJHHUAWPYXKBD-IEOSBIPESA-N	α-Tocopherol	59-02-9	C29H50O2	430.38046	431.3882846	215.5524648	0.161571904	453.37023	N/A	N/A	429.3726354	210.7266634	0.126228593	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	CS0340	Sigma-Aldrich	C00415	98792	 OZRNSSUDZOLUSN-LBPRGKRZSA-N	Dihydrofolate	4033-27-6	C19H21N7O6	443.154666	445.1196	193.6333333	0.029816678	466.144436	N/A	N/A	440.1342	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	V9378	Sigma-Aldrich	D00100	5282367	DKHGMERMDICWDU-GHDNBGIDSA-N	Vitamin K2	863-61-6	C31H40O2	444.302814	445.31009	198.6621597	0.220592052	467.292032	N/A	N/A	443.295538	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	sc-489379	Santa Cruz Biotechnology	C00440	444412	ZNOVTXRBGFNYRX-ZGTCLIOFSA-N	5-Methyltetrahydrofolate	68792-52-9	C20H25N7O6	459.18596	460.1937846	196.9865342	0.077961478	482.17573	200.0361726	0.126484075	458.1781354	199.5669975	0	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	C8731	Sigma-Aldrich	C12276	11306073	FAPWYRCQGJNNSJ-UBKPKTQASA-L	Calcium Pantothenate	137-08-6	C18H32CaN2O10	476.1682762	477.1755522	204.2587489	0.113670274	499.1574942	N/A	N/A	475.1610002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Vitamins	V2876	Sigma-Aldrich	C02823	24892734	RMRCNWBMXRMIRW-WYVZQNDMSA-L	Vitamin B12	68-19-9	C63H88CoN14O14P	1354.567372	1355.574648	338.7	0.25	1377.55659	340.1	0.3	1353.560096	338.9790394	0.491241058	N/A	N/A	N/A	678.69794	376.5465632	0.326278084
Primary Metabolites	Bile Acids	L6250	Sigma-Aldrich	C03990	9903	SMEROWZSTRWXGI-HVATVPOCSA-N	Lithocholic Acid	434-13-9	C24H40O3	376.297729	377.3050056	N/A	N/A	399.2894	N/A	N/A	375.2896	200.3333333	0.144097405	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids			C07880	31401	RUDATBOHQWOJDD-UZVSRGJWSA-N	Ursodeoxycholic Acid (S)	128-13-2	C24H40O7S	392.29198	393.29992	N/A	N/A	415.28175	N/A	N/A	471.2416364	208.9840128	0.431184402	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	20250	Cayman Chemical	C00695	221493	BHQCQFFYRZLCQQ-OELDTZBJSA-N	Cholic Acid	81-25-4	C24H40O5	408.287557	407.2797754	N/A	N/A	431.27737	N/A	N/A	407.2797344	204.6273865	0.172545918	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	20293	Cayman Chemical	C17649	92805	DKPMWHFRUGMUKF-KWXDGCAGSA-N	Hyocholic Acid	547-75-1	C24H40O5	408.287557	407.2797754	N/A	N/A	431.27737	N/A	N/A	407.2797344	206.0013994	0.129124027	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids			C17644	122340	BHQCQFFYRZLCQQ-UTLSPDKDSA-N	Ursocholic Acid	2955-27-3	C24H40O5	408.2876	407.2797754	N/A	N/A	431.27737	N/A	N/A	407.2797344	205.0965617	0.306127353	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	20291	Cayman Chemical	C17647	5283852	DKPMWHFRUGMUKF-GDYCBZMLSA-N	α-Muricholic Acid	2393-58-0	C24H40O5	408.2876	407.2797754	N/A	N/A	431.27737	N/A	N/A	407.2797344	207.4424374	0.121968246	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	20287	Cayman Chemical	C17726	5283853	DKPMWHFRUGMUKF-CRKPLTDNSA-N	β-Muricholic Acid	2393-59-1	C24H40O5	408.2876	407.2797754	N/A	N/A	431.27737	N/A	N/A	407.2797344	203.018786	0.244282743	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids				451489	AXDXVEYHEODSPN-HVATVPOCSA-N	Sulfolithocholic Acid	34669-57-3	C24H40O6S	456.637336	457.645276	N/A	N/A	479.627106	N/A	N/A	455.246721	212.2012138	0.027353929	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids			C01921	10140	RFDAIACWWDREDC-FRVQLJSFSA-N	Glycocholic Acid (S)	1192657-83-2	C26H43NO9S	465.3083578	466.3162978	N/A	N/A	488.2981278	N/A	N/A	544.258	219.3058659	0.026467769	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	20274	Cayman Chemical			WVULKSPCQVQLCU-BUXLTGKBSA-N	Glycodeoxycholic Acid (S)	16409-34-0	C26H43NO8S	471.2953882	472.3033282	N/A	N/A	494.2851582	N/A	N/A	528.2630992	218.9372283	0.070145044	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	10011286	Cayman Chemical		21252312	WHMOBEGYTDWMIG-BSWAIDMHSA-N	Chenodeoxycholic Acid (S)	474-25-9	C24H40O7S	472.2493456	473.2572856	N/A	N/A	495.2391156	N/A	N/A	471.2416364	206.5711121	0.122482713	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids			C04483	222528	KXGVEGMKQFWNSR-LLQZFEROSA-N	Deoxycholic Acid (S)	83-44-3	C24H40O7S	472.2493456	473.2572856	N/A	N/A	495.2391156	N/A	N/A	471.2416364	209.8553381	0.055319413	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	9002532	Cayman Chemical		459070	RRVLNNMINXAIKC-OELDTZBJSA-N	Cholic Acid (S)	60320-05-0	C24H40O8S	488.2442606	489.2522006	N/A	N/A	511.2340306	N/A	N/A	487.2365514	211.0617885	0.027501601	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	21723	Cayman Chemical	C11301	115245	FHXBAFXQVZOILS-OETIFKLTSA-M	Glycolithocholic Acid (S)	24404-83-9	C26H43NO7S	513.2758934	514.2838334	N/A	N/A	536.2656634	N/A	N/A	512.2681842	218.9037158	0.095606216	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	20275	Cayman Chemical	C05465	387316	BHTRKEVKTKCXOH-BJLOMENOSA-N	Taurochenodeoxycholic Acid (S)	6009-98-9	C26H45NO9S2	521.2780244	522.2859644	N/A	N/A	544.2677944	N/A	N/A	578.2457	221.7522792	0.369254699	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids			C05463	92042745	YXHRQQJFKOHLAP-FVCKGWAHSA-M	Taurodeoxycholic Acid (S)	207737-97-1	C26H45NO9S2	521.2780244	522.2859644	N/A	N/A	544.2677944	N/A	N/A	578.2457	221.7857917	0.239868659	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids			C15559	11954205	GLYPHOJMMLQNJQ-GYPHWSFCSA-N	Glycochenodeoxycholic Acid (S)	16564-43-5	C26H43NO8S	529.2709238	450.3219314	N/A	N/A	472.3037614	N/A	N/A	528.2630992	218.8031783	0.132642886	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites	Bile Acids	9002538	Cayman Chemical		14454428	LKTXOQJJFLAZRW-HZAMXZRMSA-N	Taurocholic Acid (S)	345909-26-4	C26H45NO10S2	537.2729394	538.2808794	N/A	N/A	560.2627094	N/A	N/A	594.2407	221.9868667	0.226449275	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		220116	Sigma-Aldrich	C05984	11266	AFENDNXGAFYKQO-UHFFFAOYSA-N	2-Hydroxybutyric Acid	600-15-7	C4H8O3	104.0473418	105.0546178	N/A	N/A	127.0365598	N/A	N/A	103.0400658	124.6665375	0.241935484	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		166898	Sigma-Aldrich	C01089	441	WHBMMWSBFZVSSR-UHFFFAOYSA-N	DL-Beta-Hydroxybutyric Acid	150-83-4	C4H8O3	104.0473418	105.0546178	N/A	N/A	127.0365598	N/A	N/A	103.0400658	137.5353414	0	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		275786	Sigma-Aldrich	C14402	7243	GEYOCULIXLDCMW-UHFFFAOYSA-N	1,2 Phenylenediamine	95-54-5	C6H8N2	108.0687448	109.0760208	129.9615141	0.381605172	131.0579628	N/A	N/A	107.0614688	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites				C02932	105085	ZCUUVWCJGRQCMZ-UHFFFAOYSA-N	3,4 Dihydroxypyridine	10182-48-6	C5H5NO2	111.032027	112.039303	126.7443131	0.915944372	134.021245	N/A	N/A	110.024751	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		C3506	Sigma-Aldrich	C00380	597	OPTASPLRGRRNAP-UHFFFAOYSA-N	Cytosine	71-30-7	C4H5N3O	111.042596	112.050536	121.5833866	0.047741202	134.032366	N/A	N/A	110.034656	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		C4255	Sigma-Aldrich	C00791	588	DDRJAANPRJIHGJ-UHFFFAOYSA-N	Creatinine	60-27-5	C4H7N3O	113.05826	114.0660846	123.9292623	0.168875013	136.04803	133.4133026	0.130523799	112.0504354	120.6450363	0.166666667	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		47910	Sigma-Aldrich	C00122	444972	VZCYOOQTPOCHFL-OWOJBTEDSA-N	Fumaric Acid	110-17-8	C4H4O4	116.0109584	117.0182344	N/A	N/A	139.0001764	133.5808652	0.114966776	115.0036824	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		75950	Sigma-Aldrich	C06255	74563	KDVFRMMRZOCFLS-UHFFFAOYSA-N	2-Oxovaleric Acid	1821-02-9	C5H8O3	116.0473718	117.0546478	N/A	N/A	139.0365898	131.6371396	0.904753342	115.0400958	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		G11608	Sigma-Aldrich	C00581	763	BPMFZUMJYQTVII-UHFFFAOYSA-N	Guanidinoacetic Acid	352-97-6	C3H7N3O2	117.05317	118.06111	126.8783631	0.285701369	140.04294	N/A	N/A	116.04523	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		239682	Sigma-Aldrich	C00042	1110	KDYFGRWQOYBRFD-UHFFFAOYSA-N	Succinic Acid	110-15-6	C4H6O4	118.0266076	119.0338836	122.6557869	0.081967213	141.0158256	N/A	N/A	117.0193316	119.840736	0	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P55805	Sigma-Aldrich	C00465	1044	KDCGOANMDULRCW-UHFFFAOYSA-N	Purine	120-73-0	C5H4N4	120.042936	121.050876	125.4038127	0.092573533	143.032706	N/A	N/A	119.034996	117.6959354	0.098636151	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M7780	Sigma-Aldrich		69520	CPAGZVLINCPJEH-UHFFFAOYSA-N	3-Methylhistamine	644-42-8	C6H11N3	125.0952926	126.1021	126.5333333	0.463076813	148.0850626	N/A	N/A	124.088016	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M4910	Sigma-Aldrich	C05127	3614	FHQDWPCFSJMNCT-UHFFFAOYSA-N	1-Methylhistamine	501-75-7	C6H11N3	125.0952926	126.1025686	122.5552493	0.082034454	148.0845106	N/A	N/A	124.0880166	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		I7013	Sigma-Aldrich	C02835	96215	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	Imidazole-4-acetic Acid	645-65-8	C5H6N2O2	126.0429256	127.0496	128.2333333	0.045023416	149.0229	148.0333333	0.039001369	125.035649	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M4667	Sigma-Aldrich		6419891	JYVXNLLUYHCIIH-ZCFIWIBFSA-N	Mevalonolactone	674-26-0	C6H10O3	130.062336	131.070276	N/A	N/A	153.052106	143.6681307	0.546553511	129.054396	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		A8784	Sigma-Aldrich	C02714	122356	KLZGKIDSEJWEDW-UHFFFAOYSA-N	N-Acetylputrescine	5699-41-2	C6H14N2O	130.1106074	131.1174	131.7	0.948367198	153.1	137.5666667	0.65557302	129.1033308	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		A7127	Sigma-Aldrich	C00179	199	 QYPPJABKJHAVHS-UHFFFAOYSA-N	Agmatine	306-60-5	C5H14N4	130.121136	131.129076	129.9615141	0.31264455	153.110906	N/A	N/A	129.113196	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		O4126	Sigma-Aldrich	C00036	970	KHPXUQMNIQBQEV-UHFFFAOYSA-N	Oxaloacetic Acid	328-42-7	C4H4O5	132.0052094	133.0131494	139.4455544	0.124877492	154.9944274	N/A	N/A	130.9980488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M81209	Sigma-Aldrich		10349	 WXUAQHNMJWJLTG-UHFFFAOYSA-N	Methylsuccinic Acid	498-21-5	C5H8O4	132.0415928	133.0488694	N/A	N/A	155.0318	N/A	N/A	131.0346	124.3	0.139344393	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		94295	Sigma-Aldrich	C02642	111	JSJWCHRYRHKBBW-UHFFFAOYSA-N	3-Ureidopropionic Acid	462-88-4	C4H8N2O3	132.0534898	133.0607664	N/A	N/A	155.0426	135.8	0.194827048	131.0462132	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		374318	Sigma-Aldrich	C00149	222656	BJEPYKJPYRNKOW-REOHCLBHSA-N	L-Malic Acid	97-67-6	C4H6O5	134.0215226	135.028806	N/A	N/A	157.010636	N/A	N/A	133.012926	118.8018482	0.517074832	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		G11950	Sigma-Aldrich	C00497	92824	BJEPYKJPYRNKOW-UWTATZPHSA-N	D-Malic Acid	636-61-3	C4H6O5	134.0215226	135.02881	N/A	N/A	157.01064	N/A	N/A	133.01293	120.6785488	0.755937661	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		92521	Sigma-Aldrich	C01620	5460407	JPIJQSOTBSSVTP-STHAYSLISA-N	L-Threonic acid	7306-96-9	C4H8O5	136.0371718	137.0444484	N/A	N/A	159.0265	136.9333333	0.223104951	135.0296	122.2	0	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H9377	Sigma-Aldrich	C00262	790	FDGQSTZJBFJUBT-UHFFFAOYSA-N	Hypoxanthine	68-94-0	C5H4N4O	136.0385094	137.0457854	135.7926908	0.638327599	159.0277274	138.8758418	0.652883651	135.0312334	126.3756755	0.079554495	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		859796	Sigma-Aldrich	C00785	736715	LOIYMIARKYCTBW-OWOJBTEDSA-N	Urocanate	104-98-3	C6H6N2O2	138.042266	139.050206	137.5353414	0.073099415	161.032036	N/A	N/A	137.034326	124.0633123	0.561442725	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		1409	Sigma-Aldrich	C00227	186	RLQMPLKXFIXRCV-UHFFFAOYSA-L	Acetyl Phosphate	590-54-5	C2H5O5P	139.987461	140.994737	N/A	N/A	162.976679	125.4373252	0.166844723	138.980185	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H6647	Sigma-Aldrich	C00860	165271	ZQISRDCJNBUVMM-YFKPBYRVSA-N	L-histidinol	4836-52-6	C6H11N3O	141.0902076	142.0969	130.9	0.132318625	164.0791	136.5666667	0.422760754	140.082931	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		W320404	Sigma-Aldrich	C04294	1136	BKAWJIRCKVUVED-UHFFFAOYSA-N	4-Methyl-5-Thiazolethanol	137-00-8	C6H9NOS	143.04824	144.055516	145.3437562	0.222357638	166.037458	N/A	N/A	142.040964	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites				C02946	18189	UZTFMUBKZQVKLK-UHFFFAOYSA-N	4-Acetamidobutanoic Acid	3025-96-5	C6H11NO3	145.073226	146.081166	N/A	N/A	168.062996	138.5742292	0.041887565	144.065286	134.6532655	0.114051162	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		CDS012058	Sigma-Aldrich		10855600	HZXKIWTUQWWSDX-UHFFFAOYSA-N	Isobutyrylamino Acetic Acid	15926-18-8	C6H11NO3	145.0738896	146.0811656	N/A	N/A	168.0631076	N/A	N/A	144.0666136	141.1546924	0.376887651	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		G6503	Sigma-Aldrich	C01035	500	TUHVEAJXIMEOSA-UHFFFAOYSA-N	4-Guanidinobutanoic Acid	463-00-3	C5H11N3O2	145.0851226	146.092	132.8	0.075301205	168.0748926	N/A	N/A	144.0791	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		403245	Sigma-Aldrich	C01181	134	JHPNVNIEXXLNTR-UHFFFAOYSA-N	Deoxycarnitine	407-64-7	C7H15NO2	145.109611	146.117551	130.3971767	0.277991617	168.099381	N/A	N/A	144.101671	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		K1128	Sigma-Aldrich	C00026	51	KPGXRSRHYNQIFN-UHFFFAOYSA-N	a- Ketoglutaric Acid	328-50-7	C5H6O5	146.0215226	147.0287986	N/A	N/A	169.0107406	N/A	N/A	145.0142466	124.4319499	1.075948524	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites		1133933	Sigma-Aldrich	C00423	444539	WBYWAXJHAXSJNI-VOTSOKGWSA-N	Cinnamic Acid	140-10-3	C9H8O2	148.0524268	149.0597028	145.3102437	0.079891642	171.0416448	N/A	N/A	147.0451508	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		44714	Sigma-Aldrich	C00418	439230	KJTLQQUUPVSXIM-UHFFFAOYSA-N	Mevalonic Acid	150-97-0	C6H12O4	148.0735552	149.0808312	N/A	N/A	171.0627732	137.7029039	0.223050654	147.0662792	133.9830153	0.284087461	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		215325	Sigma-Aldrich	C02216	78821	HPZMWTNATZPBIH-UHFFFAOYSA-N	1-Methyladenine	5142-22-3	C6H7N5	149.0701422	150.0774182	128.3529136	0.119649496	172.0593602	N/A	N/A	148.0628662	130.9668894	0.269591959	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		X0626	Sigma-Aldrich	C00385	1188	LRFVTYWOQMYALW-UHFFFAOYSA-N	Xanthine	69-89-6	C5H4N4O2	152.0334244	153.0407004	138.105054	0.328263753	175.0226424	152.6494834	0.231298655	151.0261484	124.3649249	0.213884504	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H50004	Sigma-Aldrich	C00642	127	XQXPVVBIMDBYFF-UHFFFAOYSA-N	4-Hydroxyphenylacetic Acid	156-38-7	C8H8O3	152.0473418	153.0546178	N/A	N/A	175.0365598	N/A	N/A	151.0400658	135.2229782	0.07	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H8502	Sigma-Aldrich	C03758	681	VYFYYTLLBUKUHU-UHFFFAOYSA-N	Dopamine	51-61-6	C8H11NO2	153.078315	154.086255	125.2362502	0.092697394	176.068085	N/A	N/A	152.070375	135.3570282	0.260848075	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotics		126268	Sigma-Aldrich	C03030	90301	ZXYAAVBXHKCJJB-UHFFFAOYSA-N	2,4-Dihydroxypyrimidine-5-carboxylic acid	23945-44-0	C5H4N2O4	156.0171064	157.024383	N/A	N/A	179.0045	143.9	0.41695622	155.0107	122.9333333	0.657503018	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		O2750	Sigma-Aldrich	C00295	967	PXQPEWDEAKTCGB-UHFFFAOYSA-N	Orotic acid	65-86-1	C5H4N2O4	156.0171064	157.0253	138.85	0.174936375	179.007	181.8666667	0.075124272	155.0087	125.2	0.138342716	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		D7128	Sigma-Aldrich	C00337	439216	UFIVEPVSAGBUSI-REOHCLBHSA-N	(S)-Dihydroorotate	5988-19-2	C5H6N2O4	158.032096	159.040036	N/A	N/A	181.021866	N/A	N/A	157.024156	145.4442937	0.490410061	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		5670	Sigma-Aldrich	C01551	204	POJWUDADGALRAB-UHFFFAOYSA-N	Allantoin	97-59-6	C4H6N4O3	158.0439886	159.0512646	N/A	N/A	181.0332066	145.6118563	0.45972346	157.0367126	128.3864261	0.156617071	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		D1415	Sigma-Aldrich		5312	WYEPBHZLDUPIOD-UHFFFAOYSA-N	4,6-Dioxoheptanoic Acid	51568-18-4	C7H10O4	158.057906	159.065182	N/A	N/A	181.047124	139.4455544	0.330394787	157.05063	131.4360645	0.159229934	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		A0637	Sigma-Aldrich	C00956	469	OYIFNHCXNCRBQI-UHFFFAOYSA-N	L-2-Aminoadipic Acid	542-32-5	C6H11NO4	161.0688046	162.0760806	136.3624035	0.348425826	184.0580226	142.2270928	0.285682273	160.0615286	132.1063147	0.62	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		67073	Sigma-Aldrich	C02242	11361	FZWGECJQACGGTI-UHFFFAOYSA-N	7-Methylguanine	578-76-7	‎C6H7N5O	165.0650572	166.0756	134.3333333	0.038441522	188.055	149.7166667	0.098316385	164.0578	136.6166667	0.055101085	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		75406	Sigma-Aldrich	C01685	5460677	QXKAIJAYHKCRRA-BXXZVTAOSA-N	L-Ribonic Acid	710941-59-6	C5H10O6	166.047736	167.0550126	N/A	N/A	189.0378	143.4666667	0.106472484	165.0395	128.3666667	0.089953301	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P63204	Sigma-Aldrich	C03722	1066	GJAWHXHKYYXBSV-UHFFFAOYSA-N	Quinolinic Acid	89-00-9	C7H5NO4	167.021857	168.029133	138.9763793	0.371227497	190.011075	N/A	N/A	166.014581	130.0285391	0.194583362	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		U2625	Sigma-Aldrich	C00366	1175	LEHOTFFKMJEONL-UHFFFAOYSA-N	Uric Acid	69-93-2	C5H4N4O3	168.0283394	169.036164	131.0004019	0.13	191.0181094	143.4972169	0.68	167.0205148	127.0794382	0	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P8877	Sigma-Aldrich	C00661	729	OSJPPGNTCRNQQC-UWTATZPHSA-N	D-Glyceraldehyde 3- Phosphate	591-57-1	C3H7O6P	169.9973612	171.0053012	135.8597158	0.085448979	192.9865792	150.3706327	0.154406134	168.9894212	127.8167134	0.120151434	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		D7137	Sigma-Aldrich	C00111	668	GNGACRATGGDKBX-UHFFFAOYSA-N	Dihydroxyacetone Phosphate	57-04-5	C3H7O6P	169.9980252	171.0053012	N/A	N/A	192.9872432	144.0702808	0.069783671	168.9907492	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		D9753	Sigma-Aldrich	C05576	91528	MTVWFVDWRVYDOR-UHFFFAOYSA-N	3,4-Dihydroxyphenyl Glycol	3343-19-9	C8H10O4	170.057906	171.0651826	N/A	N/A	193.047676	N/A	N/A	169.0512	176.4	0.098188821	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		G7886	Sigma-Aldrich	C00093	439162	AWUCVROLDVIAJX-GSVOUGTGSA-N	sn-Glycerol 3-phosphate	17989-41-2	C3H10O6P	172.0136744	173.0209504	179.493004	0.085559666	195.0028924	142.1600677	0	171.0063984	130.7993268	0.076863951	N/A	N/A	N/A	N/A	N/A	N/A
